run_id,command,sweep_preset,status,accepted,selected_ranking_mode,score_legacy,score_robust,mean_mac,worst_mac,mean_relative_frequency_error,max_relative_frequency_error,bad_pair_count,warning_pair_count,valid_reference_mode_count,valid_model_mode_count,paired_valid_mode_count,mass_total_kg,mass_target_kg,mass_target_basis,mass_baseline_status,relative_mass_error
041_Al1.601_PCB1.000_ALE0.534_PCBE1.000,modal-fit,,success,False,hierarchical,0.7821911370876591,0.5104294039268398,0.3279201216081235,0.0018783095897425164,0.416825410007246,0.9999999829280096,3,6,10,10,10,4.0347719999968135,3.8098065,nominal,active,0.05904906193971094
