run_id,command,sweep_preset,status,accepted,selected_ranking_mode,score_legacy,score_robust,mean_mac,worst_mac,mean_relative_frequency_error,max_relative_frequency_error,bad_pair_count,warning_pair_count,valid_reference_mode_count,valid_model_mode_count,paired_valid_mode_count,mass_total_kg,mass_target_kg,mass_target_basis,mass_baseline_status,relative_mass_error
038_Al1.601_PCB1.000_ALE0.534_PCBE1.000,modal-fit,,success,False,hierarchical,0.5884775357481751,0.18806149933416844,0.44662059654222863,0.0018782742699327,0.14039252916127984,0.5800138942827656,1,5,10,10,10,3.809806499996813,3.8098065,nominal,active,8.365853381513994e-13
