run_id,command,sweep_preset,status,accepted,selected_ranking_mode,score_legacy,score_robust,mean_mac,worst_mac,mean_relative_frequency_error,max_relative_frequency_error,bad_pair_count,warning_pair_count,valid_reference_mode_count,valid_model_mode_count,paired_valid_mode_count,mass_total_kg,mass_target_kg,mass_target_basis,mass_baseline_status,relative_mass_error
015_Al1.601_PCB0.999_ALE0.534_PCBE1.000,mass-fit,density_opt_pcb_stage2,dry_run,False,,,,,,,,,,,,,3.807619416933449,3.8098065,nominal,active,0.0005740667056321973
